dataset,sample_id,source_id,label,dataset_revision
DeepVoice,DEEPVOICE_REAL_biden-original_frag45,DEEPVOICE_REAL_biden-original_frag45,0,cc3bdf544cfc09bd9cc788f7f022ba1af9daf701
DeepVoice,DEEPVOICE_REAL_biden-original_frag46,DEEPVOICE_REAL_biden-original_frag46,0,cc3bdf544cfc09bd9cc788f7f022ba1af9daf701
DeepVoice,DEEPVOICE_REAL_biden-original_frag47,DEEPVOICE_REAL_biden-original_frag47,0,cc3bdf544cfc09bd9cc788f7f022ba1af9daf701
DeepVoice,DEEPVOICE_REAL_biden-original_frag48,DEEPVOICE_REAL_biden-original_frag48,0,cc3bdf544cfc09bd9cc788f7f022ba1af9daf701
DeepVoice,DEEPVOICE_REAL_biden-original_frag49,DEEPVOICE_REAL_biden-original_frag49,0,cc3bdf544cfc09bd9cc788f7f022ba1af9daf701
DeepVoice,DEEPVOICE_REAL_biden-original_frag5,DEEPVOICE_REAL_biden-original_frag5,0,cc3bdf544cfc09bd9cc788f7f022ba1af9daf701
DeepVoice,DEEPVOICE_REAL_biden-original_frag50,DEEPVOICE_REAL_biden-original_frag50,0,cc3bdf544cfc09bd9cc788f7f022ba1af9daf701
DeepVoice,DEEPVOICE_REAL_biden-original_frag51,DEEPVOICE_REAL_biden-original_frag51,0,cc3bdf544cfc09bd9cc788f7f022ba1af9daf701
DeepVoice,DEEPVOICE_REAL_biden-original_frag52,DEEPVOICE_REAL_biden-original_frag52,0,cc3bdf544cfc09bd9cc788f7f022ba1af9daf701
DeepVoice,DEEPVOICE_REAL_biden-original_frag53,DEEPVOICE_REAL_biden-original_frag53,0,cc3bdf544cfc09bd9cc788f7f022ba1af9daf701
DeepVoice,DEEPVOICE_REAL_biden-original_frag54,DEEPVOICE_REAL_biden-original_frag54,0,cc3bdf544cfc09bd9cc788f7f022ba1af9daf701
DeepVoice,DEEPVOICE_REAL_biden-original_frag55,DEEPVOICE_REAL_biden-original_frag55,0,cc3bdf544cfc09bd9cc788f7f022ba1af9daf701
DeepVoice,DEEPVOICE_REAL_biden-original_frag56,DEEPVOICE_REAL_biden-original_frag56,0,cc3bdf544cfc09bd9cc788f7f022ba1af9daf701
DeepVoice,DEEPVOICE_REAL_biden-original_frag57,DEEPVOICE_REAL_biden-original_frag57,0,cc3bdf544cfc09bd9cc788f7f022ba1af9daf701
DeepVoice,DEEPVOICE_REAL_biden-original_frag58,DEEPVOICE_REAL_biden-original_frag58,0,cc3bdf544cfc09bd9cc788f7f022ba1af9daf701
DeepVoice,DEEPVOICE_REAL_biden-original_frag59,DEEPVOICE_REAL_biden-original_frag59,0,cc3bdf544cfc09bd9cc788f7f022ba1af9daf701
DeepVoice,DEEPVOICE_REAL_biden-original_frag6,DEEPVOICE_REAL_biden-original_frag6,0,cc3bdf544cfc09bd9cc788f7f022ba1af9daf701
DeepVoice,DEEPVOICE_REAL_biden-original_frag60,DEEPVOICE_REAL_biden-original_frag60,0,cc3bdf544cfc09bd9cc788f7f022ba1af9daf701
DeepVoice,DEEPVOICE_REAL_biden-original_frag61,DEEPVOICE_REAL_biden-original_frag61,0,cc3bdf544cfc09bd9cc788f7f022ba1af9daf701
DeepVoice,DEEPVOICE_REAL_biden-original_frag62,DEEPVOICE_REAL_biden-original_frag62,0,cc3bdf544cfc09bd9cc788f7f022ba1af9daf701
DeepVoice,DEEPVOICE_REAL_biden-original_frag63,DEEPVOICE_REAL_biden-original_frag63,0,cc3bdf544cfc09bd9cc788f7f022ba1af9daf701
DeepVoice,DEEPVOICE_REAL_biden-original_frag64,DEEPVOICE_REAL_biden-original_frag64,0,cc3bdf544cfc09bd9cc788f7f022ba1af9daf701
DeepVoice,DEEPVOICE_REAL_biden-original_frag65,DEEPVOICE_REAL_biden-original_frag65,0,cc3bdf544cfc09bd9cc788f7f022ba1af9daf701
DeepVoice,DEEPVOICE_REAL_biden-original_frag66,DEEPVOICE_REAL_biden-original_frag66,0,cc3bdf544cfc09bd9cc788f7f022ba1af9daf701
DeepVoice,DEEPVOICE_REAL_biden-original_frag67,DEEPVOICE_REAL_biden-original_frag67,0,cc3bdf544cfc09bd9cc788f7f022ba1af9daf701
DeepVoice,DEEPVOICE_REAL_biden-original_frag68,DEEPVOICE_REAL_biden-original_frag68,0,cc3bdf544cfc09bd9cc788f7f022ba1af9daf701
DeepVoice,DEEPVOICE_REAL_biden-original_frag69,DEEPVOICE_REAL_biden-original_frag69,0,cc3bdf544cfc09bd9cc788f7f022ba1af9daf701
DeepVoice,DEEPVOICE_REAL_biden-original_frag7,DEEPVOICE_REAL_biden-original_frag7,0,cc3bdf544cfc09bd9cc788f7f022ba1af9daf701
DeepVoice,DEEPVOICE_REAL_biden-original_frag70,DEEPVOICE_REAL_biden-original_frag70,0,cc3bdf544cfc09bd9cc788f7f022ba1af9daf701
DeepVoice,DEEPVOICE_REAL_biden-original_frag71,DEEPVOICE_REAL_biden-original_frag71,0,cc3bdf544cfc09bd9cc788f7f022ba1af9daf701
DeepVoice,DEEPVOICE_REAL_biden-original_frag72,DEEPVOICE_REAL_biden-original_frag72,0,cc3bdf544cfc09bd9cc788f7f022ba1af9daf701
DeepVoice,DEEPVOICE_REAL_biden-original_frag73,DEEPVOICE_REAL_biden-original_frag73,0,cc3bdf544cfc09bd9cc788f7f022ba1af9daf701
DeepVoice,DEEPVOICE_REAL_biden-original_frag74,DEEPVOICE_REAL_biden-original_frag74,0,cc3bdf544cfc09bd9cc788f7f022ba1af9daf701
DeepVoice,DEEPVOICE_REAL_biden-original_frag75,DEEPVOICE_REAL_biden-original_frag75,0,cc3bdf544cfc09bd9cc788f7f022ba1af9daf701
DeepVoice,DEEPVOICE_REAL_biden-original_frag76,DEEPVOICE_REAL_biden-original_frag76,0,cc3bdf544cfc09bd9cc788f7f022ba1af9daf701
DeepVoice,DEEPVOICE_REAL_biden-original_frag77,DEEPVOICE_REAL_biden-original_frag77,0,cc3bdf544cfc09bd9cc788f7f022ba1af9daf701
DeepVoice,DEEPVOICE_REAL_biden-original_frag78,DEEPVOICE_REAL_biden-original_frag78,0,cc3bdf544cfc09bd9cc788f7f022ba1af9daf701
DeepVoice,DEEPVOICE_REAL_biden-original_frag79,DEEPVOICE_REAL_biden-original_frag79,0,cc3bdf544cfc09bd9cc788f7f022ba1af9daf701
DeepVoice,DEEPVOICE_REAL_biden-original_frag8,DEEPVOICE_REAL_biden-original_frag8,0,cc3bdf544cfc09bd9cc788f7f022ba1af9daf701
DeepVoice,DEEPVOICE_REAL_biden-original_frag80,DEEPVOICE_REAL_biden-original_frag80,0,cc3bdf544cfc09bd9cc788f7f022ba1af9daf701
DeepVoice,DEEPVOICE_REAL_biden-original_frag81,DEEPVOICE_REAL_biden-original_frag81,0,cc3bdf544cfc09bd9cc788f7f022ba1af9daf701
DeepVoice,DEEPVOICE_REAL_biden-original_frag82,DEEPVOICE_REAL_biden-original_frag82,0,cc3bdf544cfc09bd9cc788f7f022ba1af9daf701
DeepVoice,DEEPVOICE_REAL_biden-original_frag83,DEEPVOICE_REAL_biden-original_frag83,0,cc3bdf544cfc09bd9cc788f7f022ba1af9daf701
DeepVoice,DEEPVOICE_REAL_biden-original_frag84,DEEPVOICE_REAL_biden-original_frag84,0,cc3bdf544cfc09bd9cc788f7f022ba1af9daf701
DeepVoice,DEEPVOICE_REAL_biden-original_frag85,DEEPVOICE_REAL_biden-original_frag85,0,cc3bdf544cfc09bd9cc788f7f022ba1af9daf701
DeepVoice,DEEPVOICE_REAL_biden-original_frag86,DEEPVOICE_REAL_biden-original_frag86,0,cc3bdf544cfc09bd9cc788f7f022ba1af9daf701
DeepVoice,DEEPVOICE_REAL_biden-original_frag87,DEEPVOICE_REAL_biden-original_frag87,0,cc3bdf544cfc09bd9cc788f7f022ba1af9daf701
DeepVoice,DEEPVOICE_REAL_biden-original_frag88,DEEPVOICE_REAL_biden-original_frag88,0,cc3bdf544cfc09bd9cc788f7f022ba1af9daf701
DeepVoice,DEEPVOICE_REAL_biden-original_frag89,DEEPVOICE_REAL_biden-original_frag89,0,cc3bdf544cfc09bd9cc788f7f022ba1af9daf701
DeepVoice,DEEPVOICE_REAL_biden-original_frag9,DEEPVOICE_REAL_biden-original_frag9,0,cc3bdf544cfc09bd9cc788f7f022ba1af9daf701
DeepVoice,DEEPVOICE_REAL_biden-original_frag90,DEEPVOICE_REAL_biden-original_frag90,0,cc3bdf544cfc09bd9cc788f7f022ba1af9daf701
DeepVoice,DEEPVOICE_REAL_biden-original_frag91,DEEPVOICE_REAL_biden-original_frag91,0,cc3bdf544cfc09bd9cc788f7f022ba1af9daf701
DeepVoice,DEEPVOICE_REAL_biden-original_frag92,DEEPVOICE_REAL_biden-original_frag92,0,cc3bdf544cfc09bd9cc788f7f022ba1af9daf701
DeepVoice,DEEPVOICE_REAL_biden-original_frag93,DEEPVOICE_REAL_biden-original_frag93,0,cc3bdf544cfc09bd9cc788f7f022ba1af9daf701
DeepVoice,DEEPVOICE_REAL_biden-original_frag94,DEEPVOICE_REAL_biden-original_frag94,0,cc3bdf544cfc09bd9cc788f7f022ba1af9daf701
DeepVoice,DEEPVOICE_REAL_biden-original_frag95,DEEPVOICE_REAL_biden-original_frag95,0,cc3bdf544cfc09bd9cc788f7f022ba1af9daf701
DeepVoice,DEEPVOICE_REAL_biden-original_frag96,DEEPVOICE_REAL_biden-original_frag96,0,cc3bdf544cfc09bd9cc788f7f022ba1af9daf701
DeepVoice,DEEPVOICE_REAL_biden-original_frag97,DEEPVOICE_REAL_biden-original_frag97,0,cc3bdf544cfc09bd9cc788f7f022ba1af9daf701
DeepVoice,DEEPVOICE_REAL_biden-original_frag98,DEEPVOICE_REAL_biden-original_frag98,0,cc3bdf544cfc09bd9cc788f7f022ba1af9daf701
DeepVoice,DEEPVOICE_REAL_biden-original_frag99,DEEPVOICE_REAL_biden-original_frag99,0,cc3bdf544cfc09bd9cc788f7f022ba1af9daf701
DeepVoice,DEEPVOICE_REAL_linus-original_frag0,DEEPVOICE_REAL_linus-original_frag0,0,cc3bdf544cfc09bd9cc788f7f022ba1af9daf701
DeepVoice,DEEPVOICE_REAL_linus-original_frag1,DEEPVOICE_REAL_linus-original_frag1,0,cc3bdf544cfc09bd9cc788f7f022ba1af9daf701
DeepVoice,DEEPVOICE_REAL_linus-original_frag10,DEEPVOICE_REAL_linus-original_frag10,0,cc3bdf544cfc09bd9cc788f7f022ba1af9daf701
DeepVoice,DEEPVOICE_REAL_linus-original_frag11,DEEPVOICE_REAL_linus-original_frag11,0,cc3bdf544cfc09bd9cc788f7f022ba1af9daf701
DeepVoice,DEEPVOICE_REAL_linus-original_frag12,DEEPVOICE_REAL_linus-original_frag12,0,cc3bdf544cfc09bd9cc788f7f022ba1af9daf701
DeepVoice,DEEPVOICE_REAL_linus-original_frag13,DEEPVOICE_REAL_linus-original_frag13,0,cc3bdf544cfc09bd9cc788f7f022ba1af9daf701
DeepVoice,DEEPVOICE_REAL_linus-original_frag14,DEEPVOICE_REAL_linus-original_frag14,0,cc3bdf544cfc09bd9cc788f7f022ba1af9daf701
DeepVoice,DEEPVOICE_REAL_linus-original_frag15,DEEPVOICE_REAL_linus-original_frag15,0,cc3bdf544cfc09bd9cc788f7f022ba1af9daf701
DeepVoice,DEEPVOICE_REAL_linus-original_frag16,DEEPVOICE_REAL_linus-original_frag16,0,cc3bdf544cfc09bd9cc788f7f022ba1af9daf701
DeepVoice,DEEPVOICE_REAL_linus-original_frag17,DEEPVOICE_REAL_linus-original_frag17,0,cc3bdf544cfc09bd9cc788f7f022ba1af9daf701
DeepVoice,DEEPVOICE_REAL_linus-original_frag18,DEEPVOICE_REAL_linus-original_frag18,0,cc3bdf544cfc09bd9cc788f7f022ba1af9daf701
DeepVoice,DEEPVOICE_REAL_linus-original_frag19,DEEPVOICE_REAL_linus-original_frag19,0,cc3bdf544cfc09bd9cc788f7f022ba1af9daf701
DeepVoice,DEEPVOICE_REAL_linus-original_frag2,DEEPVOICE_REAL_linus-original_frag2,0,cc3bdf544cfc09bd9cc788f7f022ba1af9daf701
DeepVoice,DEEPVOICE_REAL_linus-original_frag20,DEEPVOICE_REAL_linus-original_frag20,0,cc3bdf544cfc09bd9cc788f7f022ba1af9daf701
DeepVoice,DEEPVOICE_REAL_linus-original_frag21,DEEPVOICE_REAL_linus-original_frag21,0,cc3bdf544cfc09bd9cc788f7f022ba1af9daf701
DeepVoice,DEEPVOICE_REAL_linus-original_frag22,DEEPVOICE_REAL_linus-original_frag22,0,cc3bdf544cfc09bd9cc788f7f022ba1af9daf701
DeepVoice,DEEPVOICE_REAL_linus-original_frag23,DEEPVOICE_REAL_linus-original_frag23,0,cc3bdf544cfc09bd9cc788f7f022ba1af9daf701
DeepVoice,DEEPVOICE_REAL_linus-original_frag24,DEEPVOICE_REAL_linus-original_frag24,0,cc3bdf544cfc09bd9cc788f7f022ba1af9daf701
DeepVoice,DEEPVOICE_REAL_linus-original_frag25,DEEPVOICE_REAL_linus-original_frag25,0,cc3bdf544cfc09bd9cc788f7f022ba1af9daf701
DeepVoice,DEEPVOICE_REAL_linus-original_frag26,DEEPVOICE_REAL_linus-original_frag26,0,cc3bdf544cfc09bd9cc788f7f022ba1af9daf701
DeepVoice,DEEPVOICE_REAL_linus-original_frag27,DEEPVOICE_REAL_linus-original_frag27,0,cc3bdf544cfc09bd9cc788f7f022ba1af9daf701
DeepVoice,DEEPVOICE_REAL_linus-original_frag28,DEEPVOICE_REAL_linus-original_frag28,0,cc3bdf544cfc09bd9cc788f7f022ba1af9daf701
DeepVoice,DEEPVOICE_REAL_linus-original_frag29,DEEPVOICE_REAL_linus-original_frag29,0,cc3bdf544cfc09bd9cc788f7f022ba1af9daf701
DeepVoice,DEEPVOICE_REAL_linus-original_frag3,DEEPVOICE_REAL_linus-original_frag3,0,cc3bdf544cfc09bd9cc788f7f022ba1af9daf701
DeepVoice,DEEPVOICE_REAL_linus-original_frag30,DEEPVOICE_REAL_linus-original_frag30,0,cc3bdf544cfc09bd9cc788f7f022ba1af9daf701
DeepVoice,DEEPVOICE_REAL_linus-original_frag31,DEEPVOICE_REAL_linus-original_frag31,0,cc3bdf544cfc09bd9cc788f7f022ba1af9daf701
DeepVoice,DEEPVOICE_REAL_linus-original_frag32,DEEPVOICE_REAL_linus-original_frag32,0,cc3bdf544cfc09bd9cc788f7f022ba1af9daf701
DeepVoice,DEEPVOICE_REAL_linus-original_frag33,DEEPVOICE_REAL_linus-original_frag33,0,cc3bdf544cfc09bd9cc788f7f022ba1af9daf701
DeepVoice,DEEPVOICE_REAL_linus-original_frag34,DEEPVOICE_REAL_linus-original_frag34,0,cc3bdf544cfc09bd9cc788f7f022ba1af9daf701
DeepVoice,DEEPVOICE_REAL_linus-original_frag35,DEEPVOICE_REAL_linus-original_frag35,0,cc3bdf544cfc09bd9cc788f7f022ba1af9daf701
DeepVoice,DEEPVOICE_REAL_linus-original_frag36,DEEPVOICE_REAL_linus-original_frag36,0,cc3bdf544cfc09bd9cc788f7f022ba1af9daf701
DeepVoice,DEEPVOICE_REAL_linus-original_frag37,DEEPVOICE_REAL_linus-original_frag37,0,cc3bdf544cfc09bd9cc788f7f022ba1af9daf701
DeepVoice,DEEPVOICE_REAL_linus-original_frag38,DEEPVOICE_REAL_linus-original_frag38,0,cc3bdf544cfc09bd9cc788f7f022ba1af9daf701
DeepVoice,DEEPVOICE_REAL_linus-original_frag39,DEEPVOICE_REAL_linus-original_frag39,0,cc3bdf544cfc09bd9cc788f7f022ba1af9daf701
DeepVoice,DEEPVOICE_REAL_linus-original_frag4,DEEPVOICE_REAL_linus-original_frag4,0,cc3bdf544cfc09bd9cc788f7f022ba1af9daf701
DeepVoice,DEEPVOICE_REAL_linus-original_frag40,DEEPVOICE_REAL_linus-original_frag40,0,cc3bdf544cfc09bd9cc788f7f022ba1af9daf701
DeepVoice,DEEPVOICE_REAL_linus-original_frag41,DEEPVOICE_REAL_linus-original_frag41,0,cc3bdf544cfc09bd9cc788f7f022ba1af9daf701
DeepVoice,DEEPVOICE_REAL_linus-original_frag42,DEEPVOICE_REAL_linus-original_frag42,0,cc3bdf544cfc09bd9cc788f7f022ba1af9daf701
DeepVoice,DEEPVOICE_REAL_linus-original_frag43,DEEPVOICE_REAL_linus-original_frag43,0,cc3bdf544cfc09bd9cc788f7f022ba1af9daf701
DeepVoice,DEEPVOICE_REAL_linus-original_frag44,DEEPVOICE_REAL_linus-original_frag44,0,cc3bdf544cfc09bd9cc788f7f022ba1af9daf701
DeepVoice,DEEPVOICE_REAL_linus-original_frag45,DEEPVOICE_REAL_linus-original_frag45,0,cc3bdf544cfc09bd9cc788f7f022ba1af9daf701
DeepVoice,DEEPVOICE_REAL_linus-original_frag46,DEEPVOICE_REAL_linus-original_frag46,0,cc3bdf544cfc09bd9cc788f7f022ba1af9daf701
DeepVoice,DEEPVOICE_REAL_linus-original_frag47,DEEPVOICE_REAL_linus-original_frag47,0,cc3bdf544cfc09bd9cc788f7f022ba1af9daf701
DeepVoice,DEEPVOICE_REAL_linus-original_frag48,DEEPVOICE_REAL_linus-original_frag48,0,cc3bdf544cfc09bd9cc788f7f022ba1af9daf701
DeepVoice,DEEPVOICE_REAL_linus-original_frag49,DEEPVOICE_REAL_linus-original_frag49,0,cc3bdf544cfc09bd9cc788f7f022ba1af9daf701
DeepVoice,DEEPVOICE_REAL_linus-original_frag5,DEEPVOICE_REAL_linus-original_frag5,0,cc3bdf544cfc09bd9cc788f7f022ba1af9daf701
DeepVoice,DEEPVOICE_REAL_linus-original_frag50,DEEPVOICE_REAL_linus-original_frag50,0,cc3bdf544cfc09bd9cc788f7f022ba1af9daf701
DeepVoice,DEEPVOICE_REAL_linus-original_frag51,DEEPVOICE_REAL_linus-original_frag51,0,cc3bdf544cfc09bd9cc788f7f022ba1af9daf701
DeepVoice,DEEPVOICE_REAL_linus-original_frag52,DEEPVOICE_REAL_linus-original_frag52,0,cc3bdf544cfc09bd9cc788f7f022ba1af9daf701
DeepVoice,DEEPVOICE_REAL_linus-original_frag53,DEEPVOICE_REAL_linus-original_frag53,0,cc3bdf544cfc09bd9cc788f7f022ba1af9daf701
DeepVoice,DEEPVOICE_REAL_linus-original_frag54,DEEPVOICE_REAL_linus-original_frag54,0,cc3bdf544cfc09bd9cc788f7f022ba1af9daf701
DeepVoice,DEEPVOICE_REAL_linus-original_frag55,DEEPVOICE_REAL_linus-original_frag55,0,cc3bdf544cfc09bd9cc788f7f022ba1af9daf701
DeepVoice,DEEPVOICE_REAL_linus-original_frag56,DEEPVOICE_REAL_linus-original_frag56,0,cc3bdf544cfc09bd9cc788f7f022ba1af9daf701
DeepVoice,DEEPVOICE_REAL_linus-original_frag57,DEEPVOICE_REAL_linus-original_frag57,0,cc3bdf544cfc09bd9cc788f7f022ba1af9daf701
DeepVoice,DEEPVOICE_REAL_linus-original_frag58,DEEPVOICE_REAL_linus-original_frag58,0,cc3bdf544cfc09bd9cc788f7f022ba1af9daf701
DeepVoice,DEEPVOICE_REAL_linus-original_frag59,DEEPVOICE_REAL_linus-original_frag59,0,cc3bdf544cfc09bd9cc788f7f022ba1af9daf701
DeepVoice,DEEPVOICE_REAL_linus-original_frag6,DEEPVOICE_REAL_linus-original_frag6,0,cc3bdf544cfc09bd9cc788f7f022ba1af9daf701
DeepVoice,DEEPVOICE_REAL_linus-original_frag60,DEEPVOICE_REAL_linus-original_frag60,0,cc3bdf544cfc09bd9cc788f7f022ba1af9daf701
DeepVoice,DEEPVOICE_REAL_linus-original_frag61,DEEPVOICE_REAL_linus-original_frag61,0,cc3bdf544cfc09bd9cc788f7f022ba1af9daf701
DeepVoice,DEEPVOICE_REAL_linus-original_frag62,DEEPVOICE_REAL_linus-original_frag62,0,cc3bdf544cfc09bd9cc788f7f022ba1af9daf701
DeepVoice,DEEPVOICE_REAL_linus-original_frag63,DEEPVOICE_REAL_linus-original_frag63,0,cc3bdf544cfc09bd9cc788f7f022ba1af9daf701
DeepVoice,DEEPVOICE_REAL_linus-original_frag64,DEEPVOICE_REAL_linus-original_frag64,0,cc3bdf544cfc09bd9cc788f7f022ba1af9daf701
DeepVoice,DEEPVOICE_REAL_linus-original_frag65,DEEPVOICE_REAL_linus-original_frag65,0,cc3bdf544cfc09bd9cc788f7f022ba1af9daf701
DeepVoice,DEEPVOICE_REAL_linus-original_frag66,DEEPVOICE_REAL_linus-original_frag66,0,cc3bdf544cfc09bd9cc788f7f022ba1af9daf701
DeepVoice,DEEPVOICE_REAL_linus-original_frag67,DEEPVOICE_REAL_linus-original_frag67,0,cc3bdf544cfc09bd9cc788f7f022ba1af9daf701
DeepVoice,DEEPVOICE_REAL_linus-original_frag68,DEEPVOICE_REAL_linus-original_frag68,0,cc3bdf544cfc09bd9cc788f7f022ba1af9daf701
DeepVoice,DEEPVOICE_REAL_linus-original_frag69,DEEPVOICE_REAL_linus-original_frag69,0,cc3bdf544cfc09bd9cc788f7f022ba1af9daf701
