model,item_id,seed,family,template,k,expected_count,expected_words,target_unit,n_words,duration_s,count_a,rms,spectral_flatness,trailing_silence_s,loop_ac_peak,n_speech_tokens,hit_cap,count_b,expected_duration_s,duration_ratio,agree,count_final,outcome,correct,transcript
qwen06brasoff,ct_blue_t4_k06,1,control_word,t4,6,6,13,blue,13,5.04,6,nan,nan,nan,nan,64,False,4,6.933333333333332,0.7269230769230771,False,6,correct,1,THE LIGHT WAS GREEN BRIGHT PALE DIM WARM COLD BEFORE THE STORM ARRIVED
qwen06brasoff,ct_blue_t4_k06,2,control_word,t4,6,6,13,blue,13,5.2,6,nan,nan,nan,nan,66,False,4,6.933333333333332,0.7500000000000002,False,6,correct,1,THE LIGHT WAS GREEN BRIGHT PALE DIM WARM COLD BEFORE THE STORM ARRIVED
qwen06brasoff,ct_blue_t4_k08,0,control_word,t4,8,8,15,blue,15,6.08,8,nan,nan,nan,nan,77,False,5,8.799999999999997,0.6909090909090911,False,8,truncation,0,THE LIGHT WAS GREEN BRIGHT PALE DIM WARM COLD SHARP SOFT BEFORE THE STORM ARRIVED
qwen06brasoff,ct_blue_t4_k08,1,control_word,t4,8,8,15,blue,15,6.0,8,nan,nan,nan,nan,76,False,5,8.799999999999997,0.681818181818182,False,8,truncation,0,THE LIGHT WAS GREEN BRIGHT PALE DIM WARM COLD SHARP SOFT BEFORE THE STORM ARRIVED
qwen06brasoff,ct_blue_t4_k08,2,control_word,t4,8,8,15,blue,15,6.32,8,nan,nan,nan,nan,80,False,5,8.799999999999997,0.7181818181818185,False,8,correct,1,THE LIGHT WAS GREEN BRIGHT PALE DIM WARM COLD SHARP SOFT BEFORE THE STORM ARRIVED
qwen06brasoff,ct_blue_t4_k12,0,control_word,t4,12,12,19,blue,19,8.16,12,nan,nan,nan,nan,103,False,7,12.533333333333331,0.6510638297872342,False,12,truncation,0,THE LIGHT WAS GREEN BRIGHT PALE DIM WARM COLD SHARP SOFT GREEN BRIGHT PALE DIM BEFORE THE STORM ARRIVED
qwen06brasoff,ct_blue_t4_k12,1,control_word,t4,12,12,19,blue,19,7.76,12,nan,nan,nan,nan,98,False,7,12.533333333333331,0.6191489361702128,False,12,truncation,0,THE LIGHT WAS GREEN BRIGHT PALE DIM WARM COLD SHARP SOFT GREEN BRIGHT PALE DIM BEFORE THE STORM ARRIVED
qwen06brasoff,ct_blue_t4_k12,2,control_word,t4,12,12,19,blue,19,7.44,12,nan,nan,nan,nan,94,False,7,12.533333333333331,0.5936170212765959,False,12,truncation,0,THE LIGHT WAS GREEN BRIGHT PALE DIM WARM COLD SHARP SOFT GREEN BRIGHT PALE DIM BEFORE THE STORM ARRIVED
qwen06brasoff,ct_blue_t4_k16,0,control_word,t4,16,16,23,blue,23,9.36,16,nan,nan,nan,nan,118,False,9,16.266666666666662,0.5754098360655739,False,16,truncation,0,THE LIGHT WAS GREEN BRIGHT PALE DIM WARM COLD SHARP SOFT GREEN BRIGHT PALE DIM WARM COLD SHARP SOFT BEFORE THE STORM ARRIVED
qwen06brasoff,ct_blue_t4_k16,1,control_word,t4,16,16,23,blue,23,10.0,16,nan,nan,nan,nan,126,False,9,16.266666666666662,0.6147540983606559,False,16,truncation,0,THE LIGHT WAS GREEN BRIGHT PALE DIM WARM COLD SHARP SOFT GREEN BRIGHT PALE DIM WARM COLD SHARP SOFT BEFORE THE STORM ARRIVED
qwen06brasoff,ct_blue_t4_k16,2,control_word,t4,16,16,23,blue,23,9.76,16,nan,nan,nan,nan,123,False,9,16.266666666666662,0.6000000000000002,False,16,truncation,0,THE LIGHT WAS GREEN BRIGHT PALE DIM WARM COLD SHARP SOFT GREEN BRIGHT PALE DIM WARM COLD SHARP SOFT BEFORE THE STORM ARRIVED
qwen06brasoff,ct_blue_t4_k24,0,control_word,t4,24,24,31,blue,31,13.12,24,nan,nan,nan,nan,165,False,13,23.733333333333327,0.552808988764045,False,24,truncation,0,THE LIGHT WAS GREEN BRIGHT PALE DIM WARM COLD SHARP SOFT GREEN BRIGHT PALE DIM WARM COLD SHARP SOFT GREEN BRIGHT PALE DIM WARM COLD SHARP SOFT BEFORE THE STORM ARRIVED
qwen06brasoff,ct_blue_t4_k24,1,control_word,t4,24,24,31,blue,31,13.52,24,nan,nan,nan,nan,170,False,13,23.733333333333327,0.5696629213483148,False,24,truncation,0,THE LIGHT WAS GREEN BRIGHT PALE DIM WARM COLD SHARP SOFT GREEN BRIGHT PALE DIM WARM COLD SHARP SOFT GREEN BRIGHT PALE DIM WARM COLD SHARP SOFT BEFORE THE STORM ARRIVED
qwen06brasoff,ct_blue_t4_k24,2,control_word,t4,24,24,31,blue,31,11.92,24,nan,nan,nan,nan,150,False,11,23.733333333333327,0.502247191011236,False,24,truncation,0,THE LIGHT WAS GREEN BRIGHT PALE DIM WARM COLD SHARP SOFT GREEN BRIGHT PALE DIM WARM COLD SHARP SOFT GREEN BRIGHT PALE DIM WARM COLD SHARP SOFT BEFORE THE STORM ARRIVED
qwen06brasoff,ct_blue_t4_k32,0,control_word,t4,32,32,39,blue,38,14.08,32,nan,nan,nan,nan,177,False,14,31.199999999999992,0.4512820512820514,False,32,truncation,0,THE LIGHT WAS GREEN BRIGHT PALE DIM WARM COLD SHARP SOFT GREEN BRIGHT PALE DIM WARM COLD SHARP SOFT GREEN BRIGHT PALE DIM WARM COLD SHARP SOFT GREEN BRIGHT PALE DIM WARM COLD SHARP SOFT BEFORE THE STORM
qwen06brasoff,ct_blue_t4_k32,1,control_word,t4,32,32,39,blue,39,13.92,32,nan,nan,nan,nan,175,False,13,31.199999999999992,0.4461538461538463,False,32,truncation,0,THE LIGHT WAS GREEN BRIGHT PALE DIM WARM COLD SHARP SOFT GREEN BRIGHT PALE DIM WARM COLD SHARP SOFT GREEN BRIGHT PALE DIM WARM COLD SHARP SOFT GREEN BRIGHT PALE DIM WARM COLD SHARP SOFT BEFORE THE STORM ARRIVED
qwen06brasoff,ct_blue_t4_k32,2,control_word,t4,32,32,39,blue,39,14.08,32,nan,nan,nan,nan,177,False,14,31.199999999999992,0.4512820512820514,False,32,truncation,0,THE LIGHT WAS GREEN BRIGHT PALE DIM WARM COLD SHARP SOFT GREEN BRIGHT PALE DIM WARM COLD SHARP SOFT GREEN BRIGHT PALE DIM WARM COLD SHARP SOFT GREEN BRIGHT PALE DIM WARM COLD SHARP SOFT BEFORE THE STORM ARRIVED
qwen06brasoff,ct_far_t3_k02,0,control_word,t3,2,2,10,far,10,3.84,2,nan,nan,nan,nan,49,False,2,3.9200000000000004,0.9795918367346937,True,2,correct,1,HE WALKED DEEP FAST INTO THE FOREST BEFORE TURNING BACK
qwen06brasoff,ct_far_t3_k02,1,control_word,t3,2,2,10,far,10,3.6,2,nan,nan,nan,nan,46,False,1,3.9200000000000004,0.9183673469387754,True,2,correct,1,HE WALKED DEEP FAST INTO THE FOREST BEFORE TURNING BACK
qwen06brasoff,ct_far_t3_k02,2,control_word,t3,2,2,10,far,10,4.32,2,nan,nan,nan,nan,55,False,3,3.9200000000000004,1.1020408163265305,True,2,correct,1,HE WALKED DEEP FAST INTO THE FOREST BEFORE TURNING BACK
qwen06brasoff,ct_far_t3_k03,0,control_word,t3,3,3,11,far,11,4.24,3,nan,nan,nan,nan,54,False,3,4.240000000000001,0.9999999999999998,True,3,correct,1,HE WALKED DEEP FAST LONG INTO THE FOREST BEFORE TURNING BACK
qwen06brasoff,ct_far_t3_k03,1,control_word,t3,3,3,11,far,11,3.92,2,nan,nan,nan,nan,50,False,2,4.240000000000001,0.9245283018867922,True,2,undercount,0,HE WALKED DEEP FAST ALONG INTO THE FOREST BEFORE TURNING BACK
qwen06brasoff,ct_far_t3_k03,2,control_word,t3,3,3,11,far,11,4.24,3,nan,nan,nan,nan,54,False,3,4.240000000000001,0.9999999999999998,True,3,correct,1,HE WALKED DEEP FAST LONG INTO THE FOREST BEFORE TURNING BACK
qwen06brasoff,ct_far_t3_k04,0,control_word,t3,4,4,12,far,12,4.96,4,nan,nan,nan,nan,63,False,5,4.560000000000001,1.0877192982456136,True,4,correct,1,HE WALKED DEEP FAST LONG WIDE INTO THE FOREST BEFORE TURNING BACK
qwen06brasoff,ct_far_t3_k04,1,control_word,t3,4,4,12,far,12,4.56,4,nan,nan,nan,nan,58,False,4,4.560000000000001,0.9999999999999996,True,4,correct,1,HE WALKED DEEP FAST LONG WIDE INTO THE FOREST BEFORE TURNING BACK
qwen06brasoff,ct_far_t3_k04,2,control_word,t3,4,4,12,far,12,5.28,4,nan,nan,nan,nan,67,False,6,4.560000000000001,1.1578947368421049,False,6,correct,1,HE WALKED DEEP FAST LONG WIDE INTO THE FOREST BEFORE TURNING BACK
qwen06brasoff,ct_far_t3_k06,0,control_word,t3,6,6,14,far,14,5.76,6,nan,nan,nan,nan,73,False,8,5.200000000000003,1.107692307692307,False,8,correct,1,HE WALKED DEEP FAST LONG WIDE HIGH LOW INTO THE FOREST BEFORE TURNING BACK
qwen06brasoff,ct_far_t3_k06,1,control_word,t3,6,6,14,far,14,5.52,6,nan,nan,nan,nan,70,False,7,5.200000000000003,1.0615384615384609,True,6,correct,1,HE WALKED DEEP FAST LONG WIDE HIGH LOW INTO THE FOREST BEFORE TURNING BACK
qwen06brasoff,ct_far_t3_k06,2,control_word,t3,6,6,14,far,14,5.44,6,nan,nan,nan,nan,69,False,7,5.200000000000003,1.0461538461538458,True,6,correct,1,HE WALKED DEEP FAST LONG WIDE HIGH LOW INTO THE FOREST BEFORE TURNING BACK
qwen06brasoff,ct_far_t3_k08,0,control_word,t3,8,8,16,far,16,6.16,8,nan,nan,nan,nan,78,False,9,5.840000000000003,1.0547945205479445,True,8,correct,1,HE WALKED DEEP FAST LONG WIDE HIGH LOW NEAR PAST INTO THE FOREST BEFORE TURNING BACK
qwen06brasoff,ct_far_t3_k08,1,control_word,t3,8,8,16,far,16,6.8,8,nan,nan,nan,nan,86,False,11,5.840000000000003,1.164383561643835,False,11,correct,1,HE WALKED DEEP FAST LONG WIDE HIGH LOW NEAR PAST INTO THE FOREST BEFORE TURNING BACK
qwen06brasoff,ct_far_t3_k08,2,control_word,t3,8,8,16,far,16,6.08,8,nan,nan,nan,nan,77,False,9,5.840000000000003,1.0410958904109584,True,8,correct,1,HE WALKED DEEP FAST LONG WIDE HIGH LOW NEAR PAST INTO THE FOREST BEFORE TURNING BACK
qwen06brasoff,ct_far_t3_k12,0,control_word,t3,12,12,20,far,20,8.24,12,nan,nan,nan,nan,104,False,15,7.120000000000005,1.157303370786516,False,15,correct,1,HE WALKED DEEP FAST LONG WIDE HIGH LOW NEAR PAST DEEP FAST LONG WIDE INTO THE FOREST BEFORE TURNING BACK
qwen06brasoff,ct_far_t3_k12,1,control_word,t3,12,12,20,far,20,8.16,12,nan,nan,nan,nan,103,False,15,7.120000000000005,1.1460674157303363,False,15,correct,1,HE WALKED DEEP FAST LONG WIDE HIGH LOW NEAR PAST DEEP FAST LONG WIDE INTO THE FOREST BEFORE TURNING BACK
qwen06brasoff,ct_far_t3_k12,2,control_word,t3,12,12,20,far,20,8.72,12,nan,nan,nan,nan,110,False,17,7.120000000000005,1.2247191011235947,False,17,correct,1,HE WALKED DEEP FAST LONG WIDE HIGH LOW NEAR PAST DEEP FAST LONG WIDE INTO THE FOREST BEFORE TURNING BACK
qwen06brasoff,ct_far_t3_k16,0,control_word,t3,16,16,24,far,24,9.92,16,nan,nan,nan,nan,125,False,21,8.400000000000007,1.1809523809523799,False,21,correct,1,HE WALKED DEEP FAST LONG WIDE HIGH LOW NEAR PAST DEEP FAST LONG WIDE HIGH LOW NEAR PAST INTO THE FOREST BEFORE TURNING BACK
qwen06brasoff,ct_far_t3_k16,1,control_word,t3,16,16,24,far,24,10.24,16,nan,nan,nan,nan,129,False,22,8.400000000000007,1.219047619047618,False,22,correct,1,HE WALKED DEEP FAST LONG WIDE HIGH LOW NEAR PAST DEEP FAST LONG WIDE HIGH LOW NEAR PAST INTO THE FOREST BEFORE TURNING BACK
qwen06brasoff,ct_far_t3_k16,2,control_word,t3,16,16,24,far,24,9.6,16,nan,nan,nan,nan,121,False,20,8.400000000000007,1.142857142857142,False,20,correct,1,HE WALKED DEEP FAST LONG WIDE HIGH LOW NEAR PAST DEEP FAST LONG WIDE HIGH LOW NEAR PAST INTO THE FOREST BEFORE TURNING BACK
qwen06brasoff,ct_far_t3_k24,0,control_word,t3,24,24,32,far,32,13.44,24,nan,nan,nan,nan,169,False,32,10.960000000000012,1.2262773722627724,False,32,correct,1,HE WALKED DEEP FAST LONG WIDE HIGH LOW NEAR PAST DEEP FAST LONG WIDE HIGH LOW NEAR PAST DEEP FAST LONG WIDE HIGH LOW NEAR PAST INTO THE FOREST BEFORE TURNING BACK
qwen06brasoff,ct_far_t3_k24,1,control_word,t3,24,24,32,far,32,13.92,24,nan,nan,nan,nan,175,False,33,10.960000000000012,1.2700729927007286,False,33,correct,1,HE WALKED DEEP FAST LONG WIDE HIGH LOW NEAR PAST DEEP FAST LONG WIDE HIGH LOW NEAR PAST DEEP FAST LONG WIDE HIGH LOW NEAR PAST INTO THE FOREST BEFORE TURNING BACK
qwen06brasoff,ct_far_t3_k24,2,control_word,t3,24,24,32,far,32,13.36,24,nan,nan,nan,nan,168,False,31,10.960000000000012,1.2189781021897796,False,31,correct,1,HE WALKED DEEP FAST LONG WIDE HIGH LOW NEAR PAST DEEP FAST LONG WIDE HIGH LOW NEAR PAST DEEP FAST LONG WIDE HIGH LOW NEAR PAST INTO THE FOREST BEFORE TURNING BACK
qwen06brasoff,ct_far_t3_k32,0,control_word,t3,32,32,40,far,40,14.24,32,nan,nan,nan,nan,179,False,34,13.520000000000016,1.0532544378698212,True,32,correct,1,HE WALKED DEEP FAST LONG WIDE HIGH LOW NEAR PAST DEEP FAST LONG WIDE HIGH LOW NEAR PAST DEEP FAST LONG WIDE HIGH LOW NEAR PAST DEEP FAST LONG WIDE HIGH LOW NEAR PAST INTO THE FOREST BEFORE TURNING BACK
qwen06brasoff,ct_far_t3_k32,1,control_word,t3,32,32,40,far,40,15.04,32,nan,nan,nan,nan,189,False,37,13.520000000000016,1.1124260355029572,False,37,correct,1,HE WALKED DEEP FAST LONG WIDE HIGH LOW NEAR PAST DEEP FAST LONG WIDE HIGH LOW NEAR PAST DEEP FAST LONG WIDE HIGH LOW NEAR PAST DEEP FAST LONG WIDE HIGH LOW NEAR PAST INTO THE FOREST BEFORE TURNING BACK
qwen06brasoff,ct_far_t3_k32,2,control_word,t3,32,32,40,far,40,14.08,32,nan,nan,nan,nan,177,False,34,13.520000000000016,1.0414201183431941,True,32,correct,1,HE WALKED DEEP FAST LONG WIDE HIGH LOW NEAR PAST DEEP FAST LONG WIDE HIGH LOW NEAR PAST DEEP FAST LONG WIDE HIGH LOW NEAR PAST DEEP FAST LONG WIDE HIGH LOW NEAR PAST INTO THE FOREST BEFORE TURNING BACK
qwen06brasoff,ct_no_t2_k02,0,control_word,t2,2,2,12,no,12,3.52,2,nan,nan,nan,nan,45,False,2,3.706666666666667,0.949640287769784,True,2,correct,1,SHE SAID YES MAYBE TO THE OFFER AND THEN LEFT THE ROOM
qwen06brasoff,ct_no_t2_k02,1,control_word,t2,2,2,12,no,12,4.24,2,nan,nan,nan,nan,54,False,3,3.706666666666667,1.143884892086331,True,2,correct,1,SHE SAID YES MAYBE TO THE OFFER AND THEN LEFT THE ROOM
qwen06brasoff,ct_no_t2_k02,2,control_word,t2,2,2,12,no,12,3.36,2,nan,nan,nan,nan,43,False,2,3.706666666666667,0.9064748201438848,True,2,correct,1,SHE SAID YES MAYBE TO THE OFFER AND THEN LEFT THE ROOM
qwen06brasoff,ct_no_t2_k03,0,control_word,t2,3,3,13,no,13,4.24,3,nan,nan,nan,nan,54,False,3,4.640000000000001,0.9137931034482758,True,3,correct,1,SHE SAID YES MAYBE SURE TO THE OFFER AND THEN LEFT THE ROOM
qwen06brasoff,ct_no_t2_k03,1,control_word,t2,3,3,13,no,13,5.04,3,nan,nan,nan,nan,64,False,3,4.640000000000001,1.086206896551724,True,3,correct,1,SHE SAID YES MAYBE SURE TO THE OFFER AND THEN LEFT THE ROOM
qwen06brasoff,ct_no_t2_k03,2,control_word,t2,3,3,13,no,14,3.52,2,nan,nan,nan,nan,45,False,2,4.640000000000001,0.7586206896551724,True,2,undercount,0,SHE SAID YES MAY BE SURE TO THE OFFER AND THEN LEFT THE ROOM
qwen06brasoff,ct_no_t2_k04,0,control_word,t2,4,4,14,no,14,4.56,4,nan,nan,nan,nan,58,False,3,5.573333333333334,0.818181818181818,True,4,correct,1,SHE SAID YES MAYBE SURE FINE TO THE OFFER AND THEN LEFT THE ROOM
qwen06brasoff,ct_no_t2_k04,1,control_word,t2,4,4,14,no,14,4.72,4,nan,nan,nan,nan,60,False,3,5.573333333333334,0.8468899521531099,True,4,correct,1,SHE SAID YES MAYBE SURE FINE TO THE OFFER AND THEN LEFT THE ROOM
qwen06brasoff,ct_no_t2_k04,2,control_word,t2,4,4,14,no,14,4.8,4,nan,nan,nan,nan,61,False,3,5.573333333333334,0.8612440191387558,True,4,correct,1,SHE SAID YES MAYBE SURE FINE TO THE OFFER AND THEN LEFT THE ROOM
qwen06brasoff,ct_no_t2_k06,0,control_word,t2,6,6,16,no,17,5.04,5,nan,nan,nan,nan,64,False,3,7.440000000000001,0.6774193548387095,False,5,truncation,0,SHE SAID YES MAYBE SURE FINE O K WELL TO THE OFFER AND THEN LEFT THE ROOM
qwen06brasoff,ct_no_t2_k06,1,control_word,t2,6,6,16,no,17,5.84,5,nan,nan,nan,nan,74,False,4,7.440000000000001,0.7849462365591396,True,5,undercount,0,SHE SAID YES MAYBE SURE FINE O K WELL TO THE OFFER AND THEN LEFT THE ROOM
qwen06brasoff,ct_no_t2_k06,2,control_word,t2,6,6,16,no,17,5.28,5,nan,nan,nan,nan,67,False,4,7.440000000000001,0.7096774193548386,True,5,undercount,0,SHE SAID YES MAYBE SURE FINE O K WELL TO THE OFFER AND THEN LEFT THE ROOM
qwen06brasoff,ct_no_t2_k08,0,control_word,t2,8,8,18,no,18,6.56,6,nan,nan,nan,nan,83,False,5,9.306666666666668,0.7048710601719196,True,6,undercount,0,SHE SAID YES MAYBE SURE FINE O K WELL RIGHT  TO THE OFFER AND THEN LEFT THE ROOM
qwen06brasoff,ct_no_t2_k08,1,control_word,t2,8,8,18,no,19,6.72,6,nan,nan,nan,nan,85,False,5,9.306666666666668,0.7220630372492836,True,6,undercount,0,SHE SAID YES MAYBE SURE FINE O K WELL RIGHT HUM TO THE OFFER AND THEN LEFT THE ROOM
qwen06brasoff,ct_no_t2_k08,2,control_word,t2,8,8,18,no,19,6.48,4,nan,nan,nan,nan,82,False,5,9.306666666666668,0.6962750716332378,True,4,truncation,0,SHE SAID YES MAYBE SURE FINE O K WILL WRITE HUM TO THE OFFER AND THEN LEFT THE ROOM
qwen06brasoff,ct_no_t2_k12,0,control_word,t2,12,12,22,no,23,8.24,10,nan,nan,nan,nan,104,False,7,13.040000000000003,0.6319018404907975,False,10,truncation,0,SHE SAID YES MAYBE SURE FINE O K WELL RIGHT HUM YES MAYBE SURE FINE TO THE OFFER AND THEN LEFT THE ROOM
qwen06brasoff,ct_no_t2_k12,1,control_word,t2,12,12,22,no,23,9.04,9,nan,nan,nan,nan,114,False,8,13.040000000000003,0.6932515337423311,True,9,truncation,0,SHE SAID YES MAYBE SURE FINE O K WELL WRIGHT HUM YES MAYBE SURE FINE TO THE OFFER AND THEN LEFT THE ROOM
qwen06brasoff,ct_no_t2_k12,2,control_word,t2,12,12,22,no,22,8.24,10,nan,nan,nan,nan,104,False,7,13.040000000000003,0.6319018404907975,False,10,truncation,0,SHE SAID YES MAYBE SURE FINE OK WELL RIGHT UM YES MAYBE SURE FINE TO THE OFFER AND THEN LEFT THE ROOM
qwen06brasoff,ct_no_t2_k16,0,control_word,t2,16,16,26,no,28,11.52,12,nan,nan,nan,nan,145,False,10,16.773333333333337,0.6868044515103336,True,12,truncation,0,SHE SAID YES MAYBE SURE FINE O K WELL RIGHT UM YES MAYBE SURE FINE O K WELL RIGHT UM TO THE OFFER AND THEN LEFT THE ROOM
qwen06brasoff,ct_no_t2_k16,1,control_word,t2,16,16,26,no,28,10.64,12,nan,nan,nan,nan,134,False,9,16.773333333333337,0.6343402225755166,False,12,truncation,0,SHE SAID YES MAYBE SURE FINE O K WELL RIGHT HUM YES MAYBE SURE FINE O K WELL RIGHT HUM TO THE OFFER AND THEN LEFT THE ROOM
qwen06brasoff,ct_no_t2_k16,2,control_word,t2,16,16,26,no,28,10.08,6,nan,nan,nan,nan,127,False,9,16.773333333333337,0.600953895071542,False,9,truncation,0,SHE SAID YES MAYBE SURE FINE O K WELL WRIGHT HUM YES MAYBE SURE FINE O K WELL RIGHT HUM TO THE OFFER AND THEN LEFT THE ROOM
qwen06brasoff,ct_no_t2_k24,0,control_word,t2,24,24,34,no,36,14.08,18,nan,nan,nan,nan,177,False,13,24.240000000000006,0.5808580858085808,False,18,truncation,0,SHE SAID YES MAYBE SURE FINE O K WELL RIGHT HUM YES MAYBE SURE FINE O K WELL RIGHT HUM YES MAYBE SURE FINE O K WELL RIGHT HUM TO THE OFFER AND THEN LEFT THE
qwen06brasoff,ct_no_t2_k24,1,control_word,t2,24,24,34,no,37,12.4,18,nan,nan,nan,nan,156,False,11,24.240000000000006,0.5115511551155114,False,18,truncation,0,SHE SAID YES MAYBE SURE FINE O K WELL RIGHT HUM YES MAYBE SURE FINE O K WELL RIGHT UM YES MAYBE SURE FINE O K WELL RIGHT UM TO THE OFFER AND THEN LEFT THE ROOM
qwen06brasoff,ct_no_t2_k24,2,control_word,t2,24,24,34,no,37,14.56,12,nan,nan,nan,nan,183,False,14,24.240000000000006,0.6006600660066005,True,12,truncation,0,SHE SAID YES MAYBE SURE FINE O K WILL WRITE HUM YES MAYBE SURE FINE O K WILL WRITE HUM YES MAYBE SURE FINE O K WILL WRITE HUM TO THE OFFER AND THEN LEFT THE ROOM
qwen06brasoff,ct_no_t2_k32,0,control_word,t2,32,32,42,no,46,14.88,24,nan,nan,nan,nan,187,False,14,31.706666666666674,0.46930193439865425,False,24,truncation,0,SHE SAID YES MAYBE SURE FINE O K WELL RIGHT HUM YES MAYBE SURE FINE O K WELL RIGHT HUM YES MAYBE SURE FINE O K WELL RIGHT HUM YES MAYBE SURE FINE O K WELL RIGHT HUM TO THE OFFER AND THEN LEFT THE ROOM
qwen06brasoff,ct_no_t2_k32,1,control_word,t2,32,32,42,no,44,16.56,24,nan,nan,nan,nan,208,False,16,31.706666666666674,0.52228763666947,False,24,truncation,0,SHE SAID YES MAYBE SURE FINE O K WELL RIGHT YES MAYBE SURE FINE O K WELL RIGHT N YES MAYBE SURE FINE O K WELL RIGHT  YES MAYBE SURE FINE O K WELL RIGHT M TO THE OFFER AND THEN LEFT THE ROOM
qwen06brasoff,ct_no_t2_k32,2,control_word,t2,32,32,42,no,45,14.0,24,nan,nan,nan,nan,176,False,13,31.706666666666674,0.441547518923465,False,24,truncation,0,SHE SAID YES MAYBE SURE FINE O K WELL RIGHT U YES MAYBE SURE FINE O K WELL RIGHT HUM YES MAYBE SURE FINE O K WELL RIGHT UM YES MAYBE SURE FINE O K WELL RIGHT HUM TO THE OFFER AND THEN LEFT THE
qwen06brasoff,ct_quick_t5_k02,0,control_word,t5,2,2,9,quick,9,3.36,2,nan,nan,nan,nan,43,False,2,3.493333333333334,0.961832061068702,True,2,correct,1,THE RUNNER MOVED SWIFT SMOOTH ALONG THE NARROW PATH
qwen06brasoff,ct_quick_t5_k02,1,control_word,t5,2,2,9,quick,9,3.36,2,nan,nan,nan,nan,43,False,2,3.493333333333334,0.961832061068702,True,2,correct,1,THE RUNNER MOVED SWIFT SMOOTH ALONG THE NARROW PATH
qwen06brasoff,ct_quick_t5_k02,2,control_word,t5,2,2,9,quick,9,3.76,2,nan,nan,nan,nan,48,False,2,3.493333333333334,1.076335877862595,True,2,correct,1,THE RUNNER MOVED SWIFT SMOOTH ALONG THE NARROW PATH
qwen06brasoff,ct_quick_t5_k03,0,control_word,t5,3,3,10,quick,10,4.88,3,nan,nan,nan,nan,62,False,3,4.613333333333333,1.0578034682080926,True,3,correct,1,THE RUNNER MOVED SWIFT SMOOTH STEADY ALONG THE NARROW PATH
qwen06brasoff,ct_quick_t5_k03,1,control_word,t5,3,3,10,quick,10,4.32,3,nan,nan,nan,nan,55,False,3,4.613333333333333,0.9364161849710984,True,3,correct,1,THE RUNNER MOVED SWIFT SMOOTH STEADY ALONG THE NARROW PATH
qwen06brasoff,ct_quick_t5_k03,2,control_word,t5,3,3,10,quick,10,4.64,3,nan,nan,nan,nan,59,False,3,4.613333333333333,1.005780346820809,True,3,correct,1,THE RUNNER MOVED SWIFT SMOOTH STEADY ALONG THE NARROW PATH
