model,item_id,seed,family,template,k,expected_count,expected_words,target_unit,n_words,duration_s,count_a,rms,spectral_flatness,trailing_silence_s,loop_ac_peak,n_speech_tokens,hit_cap,count_b,expected_duration_s,duration_ratio,agree,count_final,outcome,correct,transcript
llasa1b,ct_very_t1_k096,0,control_word,t1,96,96,106,very,82,49.26,22,nan,nan,nan,nan,2463,False,,nan,nan,True,22,undercount,0,CE SICKLY ABLE DEEPLY CLEARLY CRUDELY FARLY HARDLY BOLLY MOSTLY NEARLY PARTLY SIMPLY BIDLY BOLDLY BADLY BOLDLY BADLY BOLDLY BADLY BOLDLY BADLY BOLDLY BADLY BOLDLY BRISKLY CALMLY COLDLY COOLLY CRUDELY DARKLY BOLDLY BADLY BOLDLY GRADLY DENSELY DIMLY DRYLY DULLY EAGERLY EARSHLY GENTLY GLADLY GRAVELY GRADLY FRESHLY GENTLY GLADLY GRAVELY GRIMLY HARSHLY HEAVILY FIRMLY FRATLY FRADLY RATLY GLADLY CRATLY FRATLY BALDLY GRATLY FRARLY BRADLY GRATLY BALDLY BRADLY BRADLY CRATLY FRALLY CRATLY FRARLY BADLY LADLY BALDLY BADLY LILY LADLY BALDLY BRASLY CALMLY COLDLY COLD
llasa1b,ct_very_t1_k128,0,control_word,t1,128,128,138,very,74,36.44,56,nan,nan,nan,nan,1822,False,,nan,nan,True,56,undercount,0,THE DOG WAS QUITE REALLY TRULY FAIRLY RATHER SOMEWHAT EXTREMELY NOTABLY DEEPLY CLEARLY PLAINLY SURELY BARELY HARDLY MOSTLY NEARLY PARTLY SIMPLY WIDELY WHOLLY BADLY BOLDLY BRISKLY CALMLY COLDLY COOLLY CRUDELY DARKLY DEARLY DENSELY DIMLY DRYLY DULLY EAGERLY EARLY EASILY EVENLY EXACTLY FAINTLY FALSELY FAMOUSLY FIERCELY FINELY FIRMLY FRANKLY FREELY FRESHLY GENTLY GLADLY GRAVELY GRIMLY HARSHLY HEAVILY HIGHLY HOTLY GRAVELY GRIMLY HARSHLY HEAVILY HIGHLY HIGHLY GRAVELY GRIMLY HARSHLY HEAVILY HIGHLY HIGHLY HOTLY MANLY MEEKLY NANDA
llasa1b,wr_blue_t4_k048,0,word_rep,t4,48,48,55,blue,0,163.84,0,nan,nan,nan,nan,8192,True,,nan,nan,True,0,degenerate,0,
llasa1b,wr_blue_t4_k064,0,word_rep,t4,64,64,71,blue,6,34.7,3,nan,nan,nan,nan,1735,False,,nan,nan,True,3,undercount,0,THE LIGHT WAS BLUE BLUE BLUE
llasa1b,wr_blue_t4_k096,0,word_rep,t4,96,96,103,blue,37,21.28,22,nan,nan,nan,nan,1064,False,,nan,nan,True,22,undercount,0,THE LIGHT WAS BLUE BLUE BLUE BLUE BLUE BLUE BLUE BLUE BLUE BLUE BLUE BLUE BLUE BLUE BLUE BLUE BLUE BLUE BLUE BLUE BLUE BLUE BEFORE THE STORM ARRIVED BEFORE THE STORM ARRIVED BEFORE THE STORM ARRIVED
llasa1b,wr_blue_t4_k128,0,word_rep,t4,128,128,135,blue,6,45.08,2,nan,nan,nan,nan,2254,False,,nan,nan,True,2,undercount,0,THE LIGHT WAS BLUE BLUE B
llasa1b,wr_far_t3_k048,0,word_rep,t3,48,48,56,far,5,163.84,3,nan,nan,nan,nan,8192,True,,nan,nan,True,3,loop,0,HE WALKED FAR FAR FAR
llasa1b,wr_far_t3_k064,0,word_rep,t3,64,64,72,far,66,130.44,64,nan,nan,nan,nan,6522,False,,nan,nan,True,64,miscount,0,HE WALKED FAR FAR FAR FAR FAR FAR FAR FAR FAR FAR FAR FAR FAR FAR FAR FAR FAR FAR FAR FAR FAR FAR FAR FAR FAR FAR FAR FAR FAR FAR FAR FAR FAR FAR FAR FAR FAR FAR FAR FAR FAR FAR FAR FAR FAR FAR FAR FAR FAR FAR FAR FAR FAR FAR FAR FAR FAR FAR FAR FAR FAR FAR FAR FAR
llasa1b,wr_far_t3_k096,0,word_rep,t3,96,96,104,far,70,132.4,0,nan,nan,nan,nan,6620,False,,nan,nan,True,0,undercount,0,HE WOLKED FIRE FIRE FIR FIRE FIRE FIRE FIRE FIE FIE FIR FIRE FIRE FIRE FIRE FIRE FIRE FIRE FIE FIR FIRE FIRE FIE FIRE FIRE FIRE FIRE FIRE FIRE FIRE FIRE FIRE FIE FIE FIRE FIRE FIRE FIRE FIRE FIRE FIRE FIRE FIRE FIRE FIR FIRE FIRE FIRE FIRE FIRVE FIRE FIVE FIVE FIRE FIE FIRE FIRE FIVE FIVE FIVE FIVE FIVE FIVE FIE FIVE FIREFIRE FRE FIRE FIRE
llasa1b,wr_far_t3_k128,0,word_rep,t3,128,128,136,far,52,163.84,37,nan,nan,nan,nan,8192,True,,nan,nan,True,37,loop,0,HE WALKED FAR FAR FAR FAR FAR FAR FAR FAR FAR FAR FAR FAR FAR FAR FAR FAR FAR FAR FAR FAR FAR FAR FAR FAR FAR FAR FAR FAR FAR FAR FAR FAR FAR FAR INTO THE FOREST BEFORE TURNING BACK MAYAN FAR FAR FAR FARINTO THE FOREST BEFORE TURNING BACK
llasa1b,wr_very_t1_k048,0,word_rep,t1,48,48,58,very,25,38.7,22,nan,nan,nan,nan,1935,False,,nan,nan,True,22,undercount,0,THE DOG WAS VERY VERY VERY VERY VERY VERY VERY VERY VERY VERY VERY VERY VERY VERY VERY VERY VERY VERY VERY VERY VERY VERY
llasa1b,wr_very_t1_k064,0,word_rep,t1,64,64,74,very,10,132.4,3,nan,nan,nan,nan,6620,False,,nan,nan,True,3,undercount,0,THE TOLG WAS VERY VERY VERYVERY VER EN VERY BERYA
llasa1b,wr_very_t1_k096,0,word_rep,t1,96,96,106,very,0,133.22,0,nan,nan,nan,nan,6661,False,,nan,nan,True,0,degenerate,0,
llasa1b,wr_very_t1_k128,0,word_rep,t1,128,128,138,very,0,163.84,0,nan,nan,nan,nan,8192,True,,nan,nan,True,0,degenerate,0,
llasa8b,ct_blue_t4_k048,0,control_word,t4,48,48,55,blue,55,28.22,47,nan,nan,nan,nan,1411,False,,nan,nan,True,47,undercount,0,THE LIGHT WAS QUITE REALLY TRULY FAIRLY RATHER SOMEWHAT EXTREMELY NOTABLY DEEPLY CLEARLY PLAINLY SURELY BARELY HARDLY MOSTLY NEARLY PARTLY SIMPLY WIDELY WHOLLY BADLY BOLDLY BRISKLY CALMLY COLDLY COOLLY CRUDELY DARKLY DEARLY DENSELY DIMLY DRYLY DULLY EAGERLY ARLY EASILY EVENLY EXACTLY FAINTLY FALSELY FAMOUSLY FIERCELY FINELY FIRMLY FLATLY FONDLY FORMALLY FRANKLY BEFORE THE STORM ARRIVED
llasa8b,ct_blue_t4_k064,0,control_word,t4,64,64,71,blue,71,31.98,64,nan,nan,nan,nan,1599,False,,nan,nan,True,64,miscount,0,THE LIGHT WAS QUITE REALLY TRULY FAIRLY RATHER SOMEWHAT EXTREMELY NOTABLY DEEPLY CLEARLY PLAINLY SURELY BARELY HARDLY MOSTLY NEARLY PARTLY SIMPLY WIDELY WHOLLY BADLY BOLDLY BRISKLY CALMLY COLDLY COOLLY CRUDELY DARKLY DEARLY DENSELY DIMLY DRYLY DULLY EAGERLY EARLY EASILY EVENLY EXACTLY FAINTLY FALSELY FAMOUSLY FIERCELY FINELY FIRMLY FLATLY FONDLY FORMALLY FRANKLY FREELY FRESHLY GENTLY GLADLY GRAVELY GRIMLY HARSHLY HEAVILY HIGHLY HOTLY HUGELY HUMBLY KEENLY KINDLY LARGELY LATELY BEFORE THE STORM ARRIVED
llasa8b,ct_blue_t4_k096,0,control_word,t4,96,96,103,blue,94,43.82,64,nan,nan,nan,nan,2191,False,,nan,nan,True,64,undercount,0,THE LIGHT WAS QUITE REALLY TRULY FAIRLY RATHER SOMEWHAT EXTREMELY NOTABLY DEEPLY CLEARLY PLAINLY SURELY BARELY HARDLY MOSTLY NEARLY PARTLY SIMPLY WIDELY WHOLLY BADLY BOLDLY BRISKLY CALMLY COLDLY COOLLY CRUDELY DARKLY DEARLY DENSELY DIMLY DRYLY DULLY EAGERLY EARLY EASILY EVENLY EXACTLY FAINTLY FALSELY FAMOUSLY FIERCELY FINELY FIRMLY FLATLY FONDLY FORMALLY FRANKLY FREELY FRESHLY LY GENTLY GLADLY GRAVELY GRIMLY HARSHLY HEAVILY HIGHLY HOTLY HUGELY HUMBLY KEENLY KINDLY LARGELY LAGHTLY LIGHTLY LIGHTLY LIGHTLY LIGHTLY LIGHTLY LIGHTLY LIGHTLY LIGHTLY LIGHTLY LIGHTLY LIGHTLY LIGHTLY LIGHTLY LIT EXTREMELY NOTIB LADLY COLDLY BADLY FALSELY NIDLY REALLY FARDLY SURELY BADLY FARDLY
llasa8b,ct_blue_t4_k128,0,control_word,t4,128,128,135,blue,89,37.88,71,nan,nan,nan,nan,1894,False,,nan,nan,True,71,undercount,0,THE LIGHT WAS QUITE REALLY TRULY FAIRLY RATHER SOMEWHAT EXTREMELY NOTABLY DEEPLY CLEARLY PLAINLY SURELY BARELY HARDLY MOSTLY NEARLY PARTLY SIMPLY WIDELY WHOLLY BADLY BOLDLY BRISKLY CALMLY COLDLY COOLLY CRUDELY DARKLY DEARLY DENSELY DIMLY DRYLY DULLY EAGERLY EARLY EASILY EVENLY EXACTLY FAINTLY FALSELY FAMOUSLY FIERCELY FINELY FIRMLY FLATLY FONDLY FORMALLY FRANKLY FREELY FRESHLY GENTLY GLADLY GRAVELY GRIMLY HARSHLY HEAVILY VILY HIGHLY HOTLY HUGELY HUMBLY KEENLY KINDLY LARGELY LATELY LIGHTLY LIGHTLY LIGHTLY LEE LIGHTLY LIGHTLY LIGHTLY LEE SURELY BARELY LIGHTLY FILY SIEFLY SHARPLY SHORTLY SHYLY SLIGHTLY SLOWLY SMOOTHLY SMOOTHLY SMOOTHLY
llasa8b,ct_far_t3_k048,0,control_word,t3,48,48,56,far,56,22.4,45,nan,nan,nan,nan,1120,False,,nan,nan,True,45,undercount,0,HE WALKED QUITE REALLY TRULY FAIRLY RATHER SOMEWHAT EXTREMELY NOTABLY DEEPLY CLEARLY PLAINLY SURELY BARELY HARDLY MOSTLY NEARLY PARTLY SIMPLY WIDELY WHOLLY BADLY BOLDY BRISKLY CALMLY COLDLY COOLLY COLY DARKLY DEARLY DENSELY DIMLY DRYLY DULLY EAGERLY EARLY EASILY EVENLY EXACTLY FAINTLY FALSELY FAMOUSLY FIERSELY FINELY FIRMLY FLATLY FONDLY FORMALLY FRANKLY INTO THE FOREST BEFORE TURNING BACK
llasa8b,ct_far_t3_k064,0,control_word,t3,64,64,72,far,74,31.72,60,nan,nan,nan,nan,1586,False,,nan,nan,True,60,undercount,0,HE WALK QUITE REALLY TRULY FAIRLY RATHER SOMEWHAT EXTREMELY NOTABLY DEEPLY CLEARLY PLAINLY SURELY BARELY HARDLY MOSTLY NEARLY PARTLY SIMPLY WIDELY WHOLLY BADLY BOLDLY BRISKLY CALMLY COLDLY COOLLY CRUDELY DARKLY DARLY DENSELY DIMLY DRYLY DULLY EAGERLY EARLY EASILY EVENLY EXACTLY FAINTLY FALSELY FAMOUSLY FIERCELY FINELY FIRMLY FLATLY FOMLY FORMALLY FRANKLY FREELY FRESHLY GENTLY GLADLY GRAVELY GRIMLY HARSHLY HEAVILY HIGHLY HOT THY HUGELY HUMBLY KEEN THEE KINDLY LARGELY LATELY INTO THE FOREST BEFORE TURNING BACK
llasa8b,ct_far_t3_k096,0,control_word,t3,96,96,104,far,83,35.6,65,nan,nan,nan,nan,1780,False,,nan,nan,True,65,undercount,0,HE WALKED QUITE REALLY TRULY FAIRLY RATHER SOMEWHAT EXTREMELY NOTABLY DEEPLY CLEARLY PLAINLY SURELY BARELY HARDLY MOSTLY NEARLY PARTLY SIMPLY WIDELY WHOLLY BADLY BOLDLY BRISKLY CALMLY COLDLY COOLLY CRUDELY DARKLY DEARLY DENSELY DIMLY DRYLY DULLY EAGERLY EARLY EASILY EVENLY EXACTLY FAINTLY FALSELY FAMOUSLY FIERCELY FINELY FIRMLY FLATLY FONDLY FORMALLY FRANKLY FREELY FRESHLY GENTLY GLADLY GRAVELY GRIMLY HARSHLY Y HEAVILY HIGHLY HOTLY HUGELY HUMBLY KEENLY KINDLY LARGELY LAGTLY LIGHTLY LIKELY LODLEY HUGELY HUMBLY KEENLY KINDLY LARGELY LAGHTLY LIGHTLY LIGHTLY LIGHTLY LIGHTLY LODLEY LIGHTLY LEA
llasa8b,ct_far_t3_k128,0,control_word,t3,128,128,136,far,86,36.3,65,nan,nan,nan,nan,1815,False,,nan,nan,True,65,undercount,0,HE WALKED QUITE REALLY TRULY FAIRLY RATHER SOMEWHAT EXTREMELY NOTABLY DEEPLY CLEARLY PLAINLY SURELY BARELY HARDLY MOSTLY NEARLY PARTLY SIMPLY WIDELY WHOLLY BADLY BOLDLY BRISKLY CALMLY COLDLY COOLLY CRUDELY DARKLY DEARLY DENSELY DIMLY DRYLY DULLY EAGERLY EARLY EASILY EVENLY EXACTLY FAINTLY FALSELY FAMOUSLY FIERCELY FINELY FIRMLY FLATLY FONDLY FORMALLY FRANKLY FREELY FRESHLY GENTLY GLADLY GRAVELY GRIMLY HARSHLY HEAVILY HIGHLY HOTLY HUGELY HUMBLY KEENLY KINDLY LARGELY LATELY LIGHTLY LIGHTLY LIGHTLY LIGHTLY MASHLY FALLY COFROUED SUCH AS DEAVER AND ENSUS SUCH AS DEAVER AND CENSUS MOSTLY DEVILY STARTLE
llasa8b,ct_very_t1_k048,0,control_word,t1,48,48,58,very,58,24.68,47,nan,nan,nan,nan,1234,False,,nan,nan,True,47,undercount,0,THE DOG WAS QUITE REALLY TRULY FAIRLY RATHER SOMEWHAT EXTREMELY NOTABLY DEEPLY CLEARLY PLAINLY SURELY BARELY HARDLY MOSTLY NEARLY PARTLY SIMPLY WIDELY WHOLLY BADLY BOLDLY BRISKLY CALMLY COLDLY COLLY CRUDELY DARKLY DEARLY DENSELY DIMLY DRYLY DULLY EAGERLY EARLY EASILY EVENLY EXACTLY FAINTLY FALSELY FAMOUSLY FIERCELY FINELY FIRMLY FLATLY FONDLY FORMALLY FRANKLY BIG AND IT RAN ACROSS THE FIELD
llasa8b,ct_very_t1_k064,0,control_word,t1,64,64,74,very,75,30.66,62,nan,nan,nan,nan,1533,False,,nan,nan,True,62,undercount,0,THE DOG WAS QUITE REALLY TRULY FAIRLY RATHER SOMEWHAT EXTREMELY NOTABLY DEEPLY CLEARLY PLAINLY SURELY BARELY HARDLY MOSTLY NEARLY PARTLY SIMPLY WIDELY HOLLY BADLY BOLDLY BRISKLY CALMLY COLDLY COOLLY CRUDELY DARKLY DEARLY DENSELY DIMLY DRYLY DULLY EAGERLY EARLY EASILY EVENLY EXACTLY FAINTLY FALSELY FAMOUSLY FIERCELY FINELY FIRMLY FLATLY FONDLY FORMALLY FRANKLY FREELY FRESHLY GENTLY GLADLY GRAVELY GRIMLY HARSHLY ASHLY HEAVILY HIGHLY HOTLY HUGELY HUMBLY KANELY KINDLY LARGELY LATELY BIG AND IT RAN ACROSS THE FIELD
llasa8b,ct_very_t1_k096,0,control_word,t1,96,96,106,very,84,35.34,64,nan,nan,nan,nan,1767,False,,nan,nan,True,64,undercount,0,THE DOG WAS QUITE REALLY TRULY FAIRLY RATHER SOMEWHAT EXTREMELY NOTABLY DEEPLY CLEARLY PLAINLY SURELY BARELY HARDLY MOSTLY NEARLY PARTLY SIMPLY WIDELY WHOLLY BADLY BOLDLY BRISKLY CALMLY COLDLY COOLLY CRUDELY DARKLY DEARLY DENSELY DIMLY DRYLY DULLY EAGERLY EARLY EASILY EVENLY EXACTLY FAINTLY FALSELY FAMOUSLY FIERCELY FINELY FIRMLY FLATLY FONDLY FORMERLY FRANKLY FREELY FRESHLY GENTLY GLADLY GRAVELY GRIMLY HARSHLY HEAVILY Y HIGHLY HOTLY HUGELY HUMBLY KEENLY KINDLY LARGELY LIGHTLY LIGHTLY LIGHTLY LIVELY HUGELY HUMBLY KEENLY KINDLY LARGELY LIGHTLY LIGHTLY LIGHTLY LIGHTLY LIGHTLY LIGHTLY LIKHTLY LIVELY
llasa8b,ct_very_t1_k128,0,control_word,t1,128,128,138,very,93,39.7,70,nan,nan,nan,nan,1985,False,,nan,nan,True,70,undercount,0,THE DOG WAS QUITE REALLY TRULY FAIRLY RATHER SOMEWHAT EXTREMELY NOTABLY DEEPLY CLEARLY PLAINLY SURELY BARELY HARDLY MOSTLY NEARLY PARTLY SIMPLY WIDELY WHOLLY BADLY BOLDLY BRISKLY CALMLY COLDLY COOLLY CRUDELY DARKLY DEARLY DENSELY DIMLY DRYLY DULLY EAGERLY EARLY EASILY EVENING EXACTLY FAINTLY FALSELY FAMOUSLY FIERCELY FINELY FIRMLY FLATLY FONDLY FORMERLY FRANKLY FREELY FRESHLY GENTLY GLADLY GRAVELY GRIMLY HARSHLY HEAVILY VILY HIGHLY HOTLY HUGELY HUMBLY KEENLY KINDLY LARGELY LATELY LIGHTLY LIGHTLY LIGHTLY LIELY NEKES ATLY SAFELY SHARPLY SHORTLY SHYLY SLIGHTLY SLOWLY SMOOTHLY SMOOTHLY SOLLY SOLLY SOLLY SOLLY SOLLY SOLLY SOLLY SOLLY SOLLY IS THAT
llasa8b,wr_blue_t4_k048,0,word_rep,t4,48,48,55,blue,40,26.84,32,nan,nan,nan,nan,1342,False,,nan,nan,True,32,undercount,0,THE LIGHT WAS BLUE BLUE BLUE BLUE BLUE BLUE BLUE BLUE BLUE BLUE BLUE BLUE BLUE BLUE BLUE BLUE BLUE BLUE BLUE BLUE BLUE BLUE BLUE BLUE BLUE BLUE BLUE BLUE BLUE BLUE BLUE BLUE BY BEFORE THE STORM ARRIVED
llasa8b,wr_blue_t4_k064,0,word_rep,t4,64,64,71,blue,29,19.98,22,nan,nan,nan,nan,999,False,,nan,nan,True,22,undercount,0,THE LIGHT WAS BLUE BLUE BLUE BLUE BLUE BLUE BLUE BLUE BLUE BLUE BLUE BLUE BLUE BLUE BLUE BLUE BLUE BLUE BLUE BLUE BLUE BLUE BEFORE THE STORM ARRIVED
llasa8b,wr_blue_t4_k096,0,word_rep,t4,96,96,103,blue,24,13.12,17,nan,nan,nan,nan,656,False,,nan,nan,True,17,undercount,0,THE LIGHT WAS BLUE BLUE BLUE BLUE BLUE BLUE BLUE BLUE BLUE BLUE BLUE BLUE BLUE BLUE BLUE BLUE BLUE BEFORE THE STORM ARRIVED
llasa8b,wr_blue_t4_k128,0,word_rep,t4,128,128,135,blue,56,23.8,49,nan,nan,nan,nan,1190,False,,nan,nan,True,49,undercount,0,THE LIGHT WAS BLUE BLUE BLUE BLUE BLUE BLUE BLUE BLUE BLUE BLUE BLUE BLUE BLUE BLUE BLUE BLUE BLUE BLUE BLUE BLUE BLUE BLUE BLUE BLUE BLUE BLUE BLUE BLUE BLUE BLUE BLUE BLUE BLUE BLUE BLUE BLUE BLUE BLUE BLUE BLUE BLUE BLUE BLUE BLUE BLUE BLUE BLUE BLUE BLUE BEFORE THE STORM ARRIVED
llasa8b,wr_far_t3_k048,0,word_rep,t3,48,48,56,far,41,163.84,29,nan,nan,nan,nan,8192,True,,nan,nan,True,29,loop,0,HE WALKED FI F FAR FAR FAR FAR FAR FAR FAR FAR FARFAR FARFAR FAR FAR FAR FAR FAR FAR FAR FAR FAR FAR FAR FAR FAR FAR FAR FAR FAR FAR FAR FAR FAR OATHER MOTHER MAT  ATHER MATHE OTHERTHER
